File Path,File Name,Dataset Fold,Image Type,Anomaly Type,Pixel Size (µm),Cell Type,Species,Well ID,Thumbnail
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_136.tiff,01_A1_136.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_136.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_137.tiff,01_A1_137.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_137.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_138.tiff,01_A1_138.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_138.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_139.tiff,01_A1_139.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_139.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_140.tiff,01_A1_140.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_140.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_141.tiff,01_A1_141.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_141.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_142.tiff,01_A1_142.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_142.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_143.tiff,01_A1_143.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_143.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_144.tiff,01_A1_144.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_144.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_145.tiff,01_A1_145.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_145.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_146.tiff,01_A1_146.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_146.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_147.tiff,01_A1_147.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_147.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_148.tiff,01_A1_148.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_148.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_149.tiff,01_A1_149.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_149.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_150.tiff,01_A1_150.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_150.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_151.tiff,01_A1_151.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_151.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_152.tiff,01_A1_152.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_152.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_153.tiff,01_A1_153.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_153.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_154.tiff,01_A1_154.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_154.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_155.tiff,01_A1_155.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_155.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_156.tiff,01_A1_156.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_156.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_157.tiff,01_A1_157.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_157.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_158.tiff,01_A1_158.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_158.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_159.tiff,01_A1_159.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_159.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_160.tiff,01_A1_160.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_160.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_161.tiff,01_A1_161.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_161.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_162.tiff,01_A1_162.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_162.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_163.tiff,01_A1_163.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_163.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_164.tiff,01_A1_164.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_164.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_165.tiff,01_A1_165.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_165.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_166.tiff,01_A1_166.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_166.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_167.tiff,01_A1_167.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_167.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_168.tiff,01_A1_168.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_168.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_169.tiff,01_A1_169.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_169.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_170.tiff,01_A1_170.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_170.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_171.tiff,01_A1_171.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_171.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_172.tiff,01_A1_172.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_172.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_173.tiff,01_A1_173.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_173.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_174.tiff,01_A1_174.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_174.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_175.tiff,01_A1_175.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_175.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_176.tiff,01_A1_176.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_176.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_177.tiff,01_A1_177.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_177.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_178.tiff,01_A1_178.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_178.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_179.tiff,01_A1_179.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_179.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_180.tiff,01_A1_180.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_180.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_181.tiff,01_A1_181.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_181.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_182.tiff,01_A1_182.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_182.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_183.tiff,01_A1_183.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_183.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_184.tiff,01_A1_184.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_184.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_185.tiff,01_A1_185.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_185.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_186.tiff,01_A1_186.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_186.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_187.tiff,01_A1_187.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_187.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_188.tiff,01_A1_188.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_188.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_189.tiff,01_A1_189.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_189.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_190.tiff,01_A1_190.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_190.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_191.tiff,01_A1_191.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_191.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_192.tiff,01_A1_192.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_192.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_193.tiff,01_A1_193.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_193.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_194.tiff,01_A1_194.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_194.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_195.tiff,01_A1_195.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_195.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_196.tiff,01_A1_196.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_196.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_197.tiff,01_A1_197.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_197.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_198.tiff,01_A1_198.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_198.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_199.tiff,01_A1_199.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_199.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A1_200.tiff,01_A1_200.tiff,train,raw,,0.64,Neutrophils,,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A1_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_000.tiff,01_A3_000.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_000.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_001.tiff,01_A3_001.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_001.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_002.tiff,01_A3_002.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_002.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_003.tiff,01_A3_003.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_003.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_004.tiff,01_A3_004.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_004.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_005.tiff,01_A3_005.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_005.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_006.tiff,01_A3_006.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_006.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_007.tiff,01_A3_007.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_007.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_008.tiff,01_A3_008.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_008.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_009.tiff,01_A3_009.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_009.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_010.tiff,01_A3_010.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_010.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_011.tiff,01_A3_011.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_011.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_012.tiff,01_A3_012.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_012.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_013.tiff,01_A3_013.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_013.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_014.tiff,01_A3_014.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_014.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_015.tiff,01_A3_015.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_015.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/train/01_A3_016.tiff,01_A3_016.tiff,train,raw,,0.64,Neutrophils,,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/train/01_A3_016.jpg
